"","IndivID","Species","CommonName","FL_cm","TL_cm","Weight_g","Sex","Date","FishingType","d13C","d15N","d34S","d34S_SD","WT.S","WT.S_SD","CN","Notes","Week","Rack"
"1124","SF5-12-4-S","Syngnathus fuscus","Northern Pipefish",NA,19.5,3.09,NA,"10/4/23","Seine",-16.65,13.5,NA,NA,NA,NA,3.3,NA,"12","4"
"1125","TA1-5-4-S","Tautogolabrus adspersus","Cunner",NA,2.1,0.07,NA,"8/17/23","Seine",-13.48,14,NA,NA,NA,NA,3.31006115,NA,"5","4"
"1126","TO1-12-4-S","Tautoga onitis","Tautog",NA,5,2.16,NA,"10/4/23","Seine",-15.75,13.9,NA,NA,NA,NA,3.3,NA,"12","4"
"1127","TO1-5-3-S","Tautoga onitis","Tautog",NA,6.7,5.3,NA,"8/17/23","Seine",-16.16,14.22,17.43,0.74,1.383,0.02,3.29426535,NA,"5","3"
"1128","TO2-12-4-S","Tautoga onitis","Tautog",NA,8.4,11.58,NA,"10/4/23","Seine",-16.35,13.8,16.88,0.74,1.343,0.019,3.3,NA,"12","4"
"1537","O1-14-1","Crassostrea virginica","Eastern Oyster",NA,4.2,8.64,NA,"10/16/23","Hand",-18.98,10.7,NA,NA,NA,NA,3.4244388,"pulled from oystter aquaculture setup at end of season","14","1"
"1538","O1-14-1","Crassostrea virginica","Eastern Oyster",NA,4.2,8.64,NA,"10/16/23","Hand",-20.42,10.19,NA,NA,NA,NA,4.378495018,"pulled from oystter aquaculture setup at end of season","14","1"
"1539","O1-14-1","Crassostrea virginica","Eastern Oyster",NA,4.2,8.64,NA,"10/16/23","Hand",-20.4,10.38,NA,NA,NA,NA,4.259481839,"pulled from oystter aquaculture setup at end of season","14","1"
"1540","O2-14-1","Crassostrea virginica","Eastern Oyster",NA,3.5,NA,NA,"10/16/23","Hand",-19.05,10.44,NA,NA,NA,NA,3.539355707,"pulled from oystter aquaculture setup at end of season","14","1"
"1541","O2-14-1","Crassostrea virginica","Eastern Oyster",NA,3.5,NA,NA,"10/16/23","Hand",-20.41,10.84,NA,NA,NA,NA,4.253825531,"pulled from oystter aquaculture setup at end of season","14","1"
"1542","O2-14-1","Crassostrea virginica","Eastern Oyster",NA,3.5,NA,NA,"10/16/23","Hand",-19.9,10.48,NA,NA,NA,NA,3.889178814,"pulled from oystter aquaculture setup at end of season","14","1"
"1543","O1-14-2","Crassostrea virginica","Eastern Oyster",NA,4.4,8.97,NA,"10/16/23","Hand",-19.74,11.02,NA,NA,NA,NA,3.568330728,"pulled from oystter aquaculture setup at end of season","14","2"
"1544","O1-14-2","Crassostrea virginica","Eastern Oyster",NA,4.4,8.97,NA,"10/16/23","Hand",-22.03,10.04,NA,NA,NA,NA,5.251756097,"pulled from oystter aquaculture setup at end of season","14","2"
"1545","O1-14-2","Crassostrea virginica","Eastern Oyster",NA,4.4,8.97,NA,"10/16/23","Hand",-20.54,11.06,NA,NA,NA,NA,3.953471301,"pulled from oystter aquaculture setup at end of season","14","2"
"1546","O2-14-2","Crassostrea virginica","Eastern Oyster",NA,4.6,10.98,NA,"10/16/23","Hand",-19.44,10.05,NA,NA,NA,NA,3.425830249,"pulled from oystter aquaculture setup at end of season","14","2"
"1547","O2-14-2","Crassostrea virginica","Eastern Oyster",NA,4.6,10.98,NA,"10/16/23","Hand",-19.84,9.69,NA,NA,NA,NA,4.122569826,"pulled from oystter aquaculture setup at end of season","14","2"
"1548","O1-14-3","Crassostrea virginica","Eastern Oyster",NA,4.9,13.85,NA,"10/16/23","Hand",-18.84,10.35,NA,NA,NA,NA,3.535608532,"pulled from oystter aquaculture setup at end of season","14","3"
"1549","O1-14-3","Crassostrea virginica","Eastern Oyster",NA,4.9,13.85,NA,"10/16/23","Hand",-21.13,10.03,NA,NA,NA,NA,6.007426166,"pulled from oystter aquaculture setup at end of season","14","3"
"1550","O1-14-3","Crassostrea virginica","Eastern Oyster",NA,4.9,13.85,NA,"10/16/23","Hand",-19.88,10.27,NA,NA,NA,NA,4.095138673,"pulled from oystter aquaculture setup at end of season","14","3"
"1551","O2-14-3","Crassostrea virginica","Eastern Oyster",NA,4.7,11.97,NA,"10/16/23","Hand",-19.28,10.35,NA,NA,NA,NA,3.535247094,"pulled from oystter aquaculture setup at end of season","14","3"
"1552","O2-14-3","Crassostrea virginica","Eastern Oyster",NA,4.7,11.97,NA,"10/16/23","Hand",-20.45,9.96,NA,NA,NA,NA,4.439279702,"pulled from oystter aquaculture setup at end of season","14","3"
"1553","O2-14-3","Crassostrea virginica","Eastern Oyster",NA,4.7,11.97,NA,"10/16/23","Hand",-20.39,10.04,NA,NA,NA,NA,4.195699909,"pulled from oystter aquaculture setup at end of season","14","3"
"1554","O3-14-3","Crassostrea virginica","Eastern Oyster",NA,4,7.61,NA,"10/16/23","Hand",-18.96,10.46,NA,NA,NA,NA,3.399105448,"pulled from oystter aquaculture setup at end of season","14","3"
"1555","O3-14-3","Crassostrea virginica","Eastern Oyster",NA,4,7.61,NA,"10/16/23","Hand",-20.17,10.47,NA,NA,NA,NA,4.186438428,"pulled from oystter aquaculture setup at end of season","14","3"
"1556","O3-14-3","Crassostrea virginica","Eastern Oyster",NA,4,7.61,NA,"10/16/23","Hand",-20.41,10.26,NA,NA,NA,NA,4.299414667,"pulled from oystter aquaculture setup at end of season","14","3"
"1557","O4-14-3","Crassostrea virginica","Eastern Oyster",NA,4.6,13.84,NA,"10/16/23","Hand",-18.88,10.25,NA,NA,NA,NA,3.546753581,"pulled from oystter aquaculture setup at end of season","14","3"
"1558","O4-14-3","Crassostrea virginica","Eastern Oyster",NA,4.6,13.84,NA,"10/16/23","Hand",-21.73,9.84,NA,NA,NA,NA,6.493101077,"pulled from oystter aquaculture setup at end of season","14","3"
"1559","O4-14-3","Crassostrea virginica","Eastern Oyster",NA,4.6,13.84,NA,"10/16/23","Hand",-20.11,10.25,NA,NA,NA,NA,4.372998683,"pulled from oystter aquaculture setup at end of season","14","3"
"1560","BA1-2","Agardhiella spp","Red Algae",NA,NA,NA,NA,"7/26/23","Seine",-18.99,10.68,NA,NA,NA,NA,11.32833135,NA,"2",""
"1561","BA2-2","Agardhiella spp","Red Algae",NA,NA,NA,NA,"7/26/23","Seine",-18.86,11.04,NA,NA,NA,NA,12.75372008,NA,"2",""
"1562","BA3-2","Agardhiella spp","Red Algae",NA,NA,NA,NA,"7/26/23","Seine",-19,11.08,NA,NA,NA,NA,11.45079106,NA,"2",""
"1563","GA1-5","Enteromorpha spp","Green Algae",NA,NA,NA,NA,"8/14/23","Seine",-19.67,12.6,NA,NA,NA,NA,10.1480087,NA,"5",""
"1564","GA2-5","Enteromorpha spp","Green Algae",NA,NA,NA,NA,"8/14/23","Seine",-19.45,12.38,NA,NA,NA,NA,9.868757743,NA,"5",""
"1565","GA3-5","Enteromorpha spp","Green Algae",NA,NA,NA,NA,"8/14/23","Seine",-18.98,12.7,NA,NA,NA,NA,10.07674502,NA,"5",""
"1566","ULV1-5","Ulva spp","Ulva",NA,NA,NA,NA,"8/17/23","Seine",-9.329627849,11.62785849,NA,NA,NA,NA,14.69958734,NA,"5",""
"1567","ULV1-8","Ulva spp","Ulva",NA,NA,NA,NA,"9/7/23","Seine",-11.92904243,9.041782599,NA,NA,NA,NA,12.8690509,NA,"8",""
"1568","ULV2-5","Ulva spp","Ulva",NA,NA,NA,NA,"8/17/23","Seine",-11.36007186,10.78595047,NA,NA,NA,NA,12.32130679,NA,"5",""
"1569","ULV2-8","Ulva spp","Ulva",NA,NA,NA,NA,"9/7/23","Seine",-13.02235843,9.093081654,NA,NA,NA,NA,10.23917168,NA,"8",""
"1570","ULV3-5","Ulva spp","Ulva",NA,NA,NA,NA,"8/17/23","Seine",-9.811376552,11.52224279,NA,NA,NA,NA,14.61988982,NA,"5",""
"1571","ULV3-8","Ulva spp","Ulva",NA,NA,NA,NA,"9/7/23","Seine",-13.00004586,9.267096095,NA,NA,NA,NA,10.71509485,NA,"8",""
"2873","AS1-8-1-S","Anchoa spp.","Anchovy","2.9",3.3,0.13,NA,"9/7/23","Seine",-19.76935819,14.04408784,NA,NA,NA,NA,3.352973169,NA,"8","1"
"2874","AS2-8-1-S","Anchoa spp.","Anchovy","3.5",3.7,0.21,NA,"9/7/23","Seine",-18.2393175,15.0972111,NA,NA,NA,NA,3.349972263,NA,"8","1"
"2875","AS3-8-1-S","Anchoa spp.","Anchovy","3.4",3.8,0.22,NA,"9/7/23","Seine",-18.08832664,15.19750855,NA,NA,NA,NA,3.379593002,NA,"8","1"
"2876","AS4-8-1-S","Anchoa spp.","Anchovy","2.9",3.2,0.17,NA,"9/7/23","Seine",-17.66555224,14.83643772,NA,NA,NA,NA,3.398083594,NA,"8","1"
"2877","AS5-8-1-S","Anchoa spp.","Anchovy","3",3.4,0.19,NA,"9/7/23","Seine",-17.86687339,15.33792498,NA,NA,NA,NA,3.347196516,NA,"8","1"
"2878","AS6-8-1-S","Anchoa spp.","Anchovy","3",3.3,0.17,NA,"9/7/23","Seine",-17.1119191,15.23762753,NA,NA,NA,NA,3.347540074,NA,"8","1"
"2879","AS7-8-1-S","Anchoa spp.","Anchovy","3.6",3.9,0.32,NA,"9/7/23","Seine",-17.16224938,15.27774651,NA,NA,NA,NA,3.303860648,NA,"8","1"
"2880","AS8-8-1-S","Anchoa spp.","Anchovy","3.3",3.6,0.22,NA,"9/7/23","Seine",-17.89707156,15.27774651,NA,NA,NA,NA,3.282269964,NA,"8","1"
"2881","AS9-8-1-S","Anchoa spp.","Anchovy","3.5",3.8,0.26,NA,"9/7/23","Seine",-22.50732575,15.39810345,NA,NA,NA,NA,3.334029605,NA,"8","1"
"2882","AS10-8-1-S","Anchoa spp.","Anchovy","5",5.5,0.14,NA,"9/7/23","Seine",-16.89046584,15.75917429,NA,NA,NA,NA,3.21871296,NA,"8","1"
"2883","MS1-8-1-S","Menidia spp.","Silverside","6.5",6.9,2,NA,"9/7/23","Seine",-17.54475956,13.62283854,NA,NA,NA,NA,3.251232074,NA,"8","1"
"2884","MS2-8-1-S","Menidia spp.","Silverside","7.8",8.3,3.33,NA,"9/7/23","Seine",-17.66555224,13.78331446,NA,NA,NA,NA,3.259772571,NA,"8","1"
"2885","MS3-8-1-S","Menidia spp.","Silverside","8.2",8.6,3.68,NA,"9/7/23","Seine",-17.24277784,12.93078611,NA,NA,NA,NA,3.314832691,NA,"8","1"
"2886","MS4-8-1-S","Menidia spp.","Silverside","8.2",8.4,4.06,NA,"9/7/23","Seine",-17.76621281,14.07417708,NA,NA,NA,NA,3.212904662,NA,"8","1"
"2887","MS5-8-1-S","Menidia spp.","Silverside","7.9",8.2,3.12,NA,"9/7/23","Seine",-18.03799636,13.55263032,NA,NA,NA,NA,3.234729624,NA,"8","1"
"2888","MS6-8-1-S","Menidia spp.","Silverside","6",6.5,1.49,NA,"9/7/23","Seine",-17.89707156,14.50545612,NA,NA,NA,NA,3.272755588,NA,"8","1"
"2889","MS7-8-1-S","Menidia spp.","Silverside","6.4",6.8,1.86,NA,"9/7/23","Seine",-17.34343841,13.90367141,NA,NA,NA,NA,3.295506947,NA,"8","1"
"2890","MS8-8-1-S","Menidia spp.","Silverside","7",7.5,2.53,NA,"9/7/23","Seine",-17.71588253,13.62283854,NA,NA,NA,NA,3.298203998,NA,"8","1"
"2891","MS9-8-1-S","Menidia spp.","Silverside","6.8",7.1,1.83,NA,"9/7/23","Seine",-17.6756183,13.39215439,NA,NA,NA,NA,3.30287912,NA,"8","1"
"2892","MS10-8-1-S","Menidia spp.","Silverside","6.4",6.8,1.7,NA,"9/7/23","Seine",-17.6756183,13.61280879,NA,NA,NA,NA,3.323400618,NA,"8","1"
"2893","MS1-8-4-S","Menidia spp.","Silverside","7.4",7.9,2.82,NA,"9/7/23","Seine",-18.68222402,14.14438529,NA,NA,NA,NA,3.484794623,NA,"8","4"
"2894","MS2-8-4-S","Menidia spp.","Silverside","4.7",5,0.73,NA,"9/7/23","Seine",-18.0279303,14.21459351,NA,NA,NA,NA,3.533057886,NA,"8","4"
"2895","MS3-8-4-S","Menidia spp.","Silverside","5.6",6,1.17,NA,"9/7/23","Seine",-17.91720367,14.11429606,NA,NA,NA,NA,3.430410237,NA,"8","4"
"2896","MS4-8-4-S","Menidia spp.","Silverside","4.7",5,0.75,NA,"9/7/23","Seine",-17.94740184,14.58569409,NA,NA,NA,NA,3.362227642,NA,"8","4"
"2897","MS5-8-4-S","Menidia spp.","Silverside",NA,4.4,0.79,NA,"9/7/23","Seine",-17.44409898,13.97387962,NA,NA,NA,NA,3.393000574,"missing tail","8","4"
"2898","MS6-8-4-S","Menidia spp.","Silverside","3.7",4,0.38,NA,"9/7/23","Seine",-18.1688551,14.29483147,NA,NA,NA,NA,3.428732053,NA,"8","4"
"2899","MS7-8-4-S","Menidia spp.","Silverside","4.4",4.7,0.51,NA,"9/7/23","Seine",-17.58502379,13.12135127,NA,NA,NA,NA,3.442514343,NA,"8","4"
"2900","MS8-8-4-S","Menidia spp.","Silverside","3.6",3.9,0.32,NA,"9/7/23","Seine",-17.36357053,14.51548587,NA,NA,NA,NA,3.280978485,NA,"8","4"
"2901","AS1-8-4-S","Anchoa spp.","Anchovy","4.8",5,1.06,NA,"9/7/23","Seine",NA,NA,NA,NA,NA,NA,4.03777336,NA,"8","4"
"2902","AS2-8-4-S","Anchoa spp.","Anchovy","4.9",5.1,0.72,NA,"9/7/23","Seine",NA,NA,NA,NA,NA,NA,3.795500751,NA,"8","4"
"2903","AS3-8-4-S","Anchoa spp.","Anchovy","3.5",3.9,0.36,NA,"9/7/23","Seine",NA,NA,NA,NA,NA,NA,3.632244317,NA,"8","4"
"2904","AR1-8-4-S","Anguilla rostrata","American Eel",NA,24.7,25.24,NA,"9/7/23","Seine",-18.15878904,15.78926352,NA,NA,NA,NA,3.384359772,NA,"8","4"
"2905","SF1-8-4-S","Syngnathus fuscus","Northern Pipefish",NA,18.2,2,NA,"9/7/23","Seine",-15.67247292,13.82343344,NA,NA,NA,NA,3.244702333,NA,"8","4"
"2906","OC1-8-4-S","Orthopristis chrysoptera","Pigfish",NA,5.1,5.6,NA,"9/7/23","Seine",-17.41390081,13.77328472,NA,NA,NA,NA,3.448336202,NA,"8","4"
"2907","CS1-8-4-S","Centropristis striata","Black Sea Bass",NA,2.2,0.15,NA,"9/7/23","Seine",-16.9005319,11.79742489,NA,NA,NA,NA,3.415500331,NA,"8","4"
"2908","CS2-8-4-S","Centropristis striata","Black Sea Bass",NA,3.4,0.33,NA,"9/7/23","Seine",-17.16224938,12.74022095,NA,NA,NA,NA,3.350366333,NA,"8","4"
"2909","CS3-8-4-S","Centropristis striata","Black Sea Bass",NA,4.3,1.01,NA,"9/7/23","Seine",-16.62874835,13.53257083,NA,NA,NA,NA,3.324129294,NA,"8","4"
"2910","CS4-8-4-S","Centropristis striata","Black Sea Bass",NA,4.5,1.16,NA,"9/7/23","Seine",-16.98106035,13.35203541,NA,NA,NA,NA,3.317164707,NA,"8","4"
"2911","CS5-8-4-S","Centropristis striata","Black Sea Bass",NA,5.3,1.85,NA,"9/7/23","Seine",-16.74954104,13.08123229,NA,NA,NA,NA,3.279716654,NA,"8","4"
"2912","CS6-8-4-S","Centropristis striata","Black Sea Bass",NA,5.5,2.16,NA,"9/7/23","Seine",-16.33683269,13.64289803,NA,NA,NA,NA,3.25988104,NA,"8","4"
"2913","GB2-8-4-S","Gobiosoma bosc","Naked Goby",NA,2.5,0.17,NA,"9/7/23","Seine",-16.46769144,14.14438529,NA,NA,NA,NA,3.369239478,NA,"8","4"
"2914","AR1-8-3-S","Anguilla rostrata","American Eel",NA,32.3,61.59,NA,"9/7/23","Seine",-17.93733579,14.69602128,NA,NA,NA,NA,3.957886794,NA,"8","3"
"2915","OT1-8-3-S","Opsanus tau","Oyster Toadfish",NA,4.9,1.93,NA,"9/7/23","Seine",-16.72940892,13.85352268,NA,NA,NA,NA,3.316886451,NA,"8","3"
"2916","HH1-8-3-S","Hypsoblennius hentz","Feather Blenny",NA,8.4,11.86,"F","9/7/23","Seine",-17.08172093,15.297806,NA,NA,NA,NA,3.261307347,"many eggs","8","3"
"2917","GB1-8-3-S","Gobiosoma bosc","Naked Goby",NA,2.5,0.16,NA,"9/7/23","Seine",-16.07511521,14.22462325,NA,NA,NA,NA,3.327729061,NA,"8","3"
"2918","GB2-8-3-S","Gobiosoma bosc","Naked Goby",NA,3.9,0.78,NA,"9/7/23","Seine",-16.52808778,14.24468275,NA,NA,NA,NA,3.450968386,NA,"8","3"
"2919","OC1-8-3-S","Orthopristis chrysoptera","Pigfish",NA,5.3,1.93,NA,"9/7/23","Seine",-17.0414567,14.39512892,NA,NA,NA,NA,3.380813947,NA,"8","3"
"2920","OC2-8-3-S","Orthopristis chrysoptera","Pigfish",NA,4.5,1.02,NA,"9/7/23","Seine",-17.17231544,14.21459351,NA,NA,NA,NA,3.360219192,NA,"8","3"
"2921","OC3-8-3-S","Orthopristis chrysoptera","Pigfish",NA,8.7,9.34,NA,"9/7/23","Seine",-17.10185304,14.49542638,NA,NA,NA,NA,3.301470694,NA,"8","3"
"2922","OC4-8-3-S","Orthopristis chrysoptera","Pigfish",NA,5.2,1.87,NA,"9/7/23","Seine",-17.09178698,13.90367141,NA,NA,NA,NA,3.321765005,NA,"8","3"
"2923","OC5-8-3-S","Orthopristis chrysoptera","Pigfish",NA,3.5,0.52,NA,"9/7/23","Seine",-17.12198515,14.64587256,NA,NA,NA,NA,3.356557995,NA,"8","3"
"2924","OC6-8-3-S","Orthopristis chrysoptera","Pigfish",NA,4.3,0.91,NA,"9/7/23","Seine",-17.13205121,14.09423657,NA,NA,NA,NA,3.390900881,NA,"8","3"
"2925","OC7-8-3-S","Orthopristis chrysoptera","Pigfish",NA,3.8,0.58,NA,"9/7/23","Seine",-17.51456139,14.30486122,NA,NA,NA,NA,3.407267348,NA,"8","3"
"2926","OC8-8-3-S","Orthopristis chrysoptera","Pigfish",NA,5.4,1.85,NA,"9/7/23","Seine",-17.1119191,14.22462325,NA,NA,NA,NA,3.326531082,NA,"8","3"
"2927","AS1-8-3-S","Anchoa spp.","Anchovy","5.3",5.6,1.05,NA,"9/7/23","Seine",-18.11852482,14.91667568,NA,NA,NA,NA,3.304049864,NA,"8","3"
"2928","AS2-8-3-S","Anchoa spp.","Anchovy","4.7",5,0.79,NA,"9/7/23","Seine",-16.84013555,16.04000715,NA,NA,NA,NA,3.317042984,NA,"8","3"
"2929","AS3-8-3-S","Anchoa spp.","Anchovy","5",5.3,0.89,NA,"9/7/23","Seine",-17.24277784,15.52849014,NA,NA,NA,NA,3.312275264,NA,"8","3"
"2930","AS4-8-3-S","Anchoa spp.","Anchovy","6",6.3,1.4,NA,"9/7/23","Seine",-18.46077076,14.47536689,NA,NA,NA,NA,3.305774921,NA,"8","3"
"2931","AS5-8-3-S","Anchoa spp.","Anchovy","5",5.2,0.99,NA,"9/7/23","Seine",-16.99112641,15.87953123,NA,NA,NA,NA,3.294618992,NA,"8","3"
"2932","AS6-8-3-S","Anchoa spp.","Anchovy","4.7",5.3,0.9,NA,"9/7/23","Seine",-18.19905327,14.60575358,NA,NA,NA,NA,3.323802725,NA,"8","3"
"2933","AS7-8-3-S","Anchoa spp.","Anchovy","4.7",5.1,0.79,NA,"9/7/23","Seine",-17.02132458,15.99988817,NA,NA,NA,NA,3.349906587,NA,"8","3"
"2934","AS8-8-3-S","Anchoa spp.","Anchovy","5.2",5.5,1.05,NA,"9/7/23","Seine",-17.19244756,15.90962046,NA,NA,NA,NA,3.368574243,NA,"8","3"
"2935","AS9-8-3-S","Anchoa spp.","Anchovy","5.2",5.6,1.05,NA,"9/7/23","Seine",-17.3937687,15.5184604,NA,NA,NA,NA,3.357775929,NA,"8","3"
"2936","AS10-8-3-S","Anchoa spp.","Anchovy","5.6",6.1,1.28,NA,"9/7/23","Seine",-18.60169556,14.46533714,NA,NA,NA,NA,3.388227869,NA,"8","3"
"2937","MS1-8-3-S","Menidia spp.","Silverside","7",7.6,2.29,NA,"9/7/23","Seine",-17.82660916,14.30486122,NA,NA,NA,NA,3.422239126,NA,"8","3"
"2938","MS2-8-3-S","Menidia spp.","Silverside","5.9",6.3,1.32,NA,"9/7/23","Seine",-18.5211671,13.64289803,NA,NA,NA,NA,3.659503809,NA,"8","3"
"2939","MS4-8-3-S","Menidia spp.","Silverside","7",7.4,2.2,NA,"9/7/23","Seine",-17.89707156,13.94379039,NA,NA,NA,NA,3.349150281,NA,"8","3"
"2940","MS5-8-3-S","Menidia spp.","Silverside","3.8",4.1,0.35,NA,"9/7/23","Seine",-18.3802423,14.17447453,NA,NA,NA,NA,3.375666405,NA,"8","3"
"2941","MS6-8-3-S","Menidia spp.","Silverside","7.8",8.4,3.3,NA,"9/7/23","Seine",-17.72594859,14.09423657,NA,NA,NA,NA,3.31296958,NA,"8","3"
"2942","MS7-8-3-S","Menidia spp.","Silverside","5",5.5,0.9,NA,"9/7/23","Seine",-17.91720367,14.44527765,NA,NA,NA,NA,3.441292852,NA,"8","3"
"2943","MS8-8-3-S","Menidia spp.","Silverside","5.3",5.7,1.09,NA,"9/7/23","Seine",-17.75614676,14.5455751,NA,NA,NA,NA,3.363022893,NA,"8","3"
"2944","MS9-8-3-S","Menidia spp.","Silverside","6.8",7.4,2.23,NA,"9/7/23","Seine",-18.78288459,14.53554536,NA,NA,NA,NA,3.506606103,NA,"8","3"
"2945","MS10-8-3-S","Menidia spp.","Silverside","8.5",9.1,4.15,NA,"9/7/23","Seine",-18.3772827,13.22204268,NA,NA,NA,NA,3.38481112,NA,"8","3"
"2946","CS1-8-3-S","Centropristis striata","Black Sea Bass",NA,6.3,3.48,NA,"9/7/23","Seine",-16.6954059,14.05857802,NA,NA,NA,NA,3.288804064,NA,"8","3"
"2947","CS2-8-3-S","Centropristis striata","Black Sea Bass",NA,6.4,3.6,NA,"9/7/23","Seine",-16.39327234,13.39736931,NA,NA,NA,NA,3.273992862,NA,"8","3"
"2948","PSF1-8-1-S","Pomatomus saltatrix","Bluefish","7.6",8.1,4.35,NA,"9/7/23","Seine",-17.63201992,14.87384676,17.15,0.74,1.087,0.012,3.29059537,NA,"8","1"
"2949","SP1-8-1-S","Symphurus plagiusa","Blackcheek Tonguefish",NA,11.3,15.72,NA,"9/7/23","Seine",-16.6954059,14.71413245,NA,NA,NA,NA,3.303107282,NA,"8","1"
"2950","CS1-8-1-S","Centropristis striata","Black Sea Bass",NA,3,0.31,NA,"9/7/23","Seine",-17.38024196,13.06667806,NA,NA,NA,NA,3.387691425,NA,"8","1"
"2951","CS2-8-1-S","Centropristis striata","Black Sea Bass",NA,4.8,1.47,NA,"9/7/23","Seine",-17.0781084,13.01217103,NA,NA,NA,NA,3.359156045,NA,"8","1"
"2952","CS3-8-1-S","Centropristis striata","Black Sea Bass",NA,5.6,2.1,NA,"9/7/23","Seine",-17.04789505,13.3412092,NA,NA,NA,NA,3.271834755,NA,"8","1"
"2953","CS4-8-1-S","Centropristis striata","Black Sea Bass",NA,5.1,1.51,NA,"9/7/23","Seine",-18.0550069,13.47171029,NA,NA,NA,NA,3.323093006,NA,"8","1"
"2954","CS5-8-1-S","Centropristis striata","Black Sea Bass",NA,6.2,69.48,NA,"9/7/23","Seine",-16.43355681,13.94497094,NA,NA,NA,NA,3.203186671,"mass is likely wrong","8","1"
"2955","GB1-8-1-S","Gobiosoma bosc","Naked Goby",NA,2.8,0.14,NA,"9/7/23","Seine",-17.79315782,14.53220748,NA,NA,NA,NA,3.578238302,NA,"8","1"
"2956","OC1-8-1-S","Orthopristis chrysoptera","Pigfish","6.4",6.8,3.94,NA,"9/7/23","Seine",-17.73273111,14.32952214,NA,NA,NA,NA,3.290131677,NA,"8","1"
"2957","OC2-8-1-S","Orthopristis chrysoptera","Pigfish","4.9",5.3,2.12,NA,"9/7/23","Seine",-17.42052643,14.28845574,NA,NA,NA,NA,3.271737809,NA,"8","1"
"2958","OC3-8-1-S","Orthopristis chrysoptera","Pigfish","6.6",7,5.62,NA,"9/7/23","Seine",-17.44066867,13.29964225,NA,NA,NA,NA,3.224440378,NA,"8","1"
"2959","OC4-8-1-S","Orthopristis chrysoptera","Pigfish","8.5",9,11.1,NA,"9/7/23","Seine",-17.25938854,14.29757064,NA,NA,NA,NA,3.227562061,NA,"8","1"
"2960","OC5-8-1-S","Orthopristis chrysoptera","Pigfish","8.5",9,11.75,NA,"9/7/23","Seine",-17.28960189,13.84578309,NA,NA,NA,NA,3.228451224,NA,"8","1"
"2961","OC6-8-1-S","Orthopristis chrysoptera","Pigfish","9",9.6,13.45,NA,"9/7/23","Seine",-17.39031308,14.01444802,NA,NA,NA,NA,3.223015812,NA,"8","1"
"2962","MC1-8-1-S","Mugil curema","White Mullet","12",13.3,26.77,NA,"9/7/23","Seine",-20.84470674,10.12581312,7.27,0.89,1.269,0.019,3.343067286,NA,"8","1"
"2963","MC2-8-1-S","Mugil curema","White Mullet","13.1",14.1,34.36,NA,"9/7/23","Seine",-13.64385697,7.399423296,NA,NA,NA,NA,3.305794931,NA,"8","1"
"2964","MC3-8-1-S","Mugil curema","White Mullet","14.1",15.5,48.77,NA,"9/7/23","Seine",-16.70547701,12.11223707,9.13,0.78,1.176,0.015,3.643963628,NA,"8","1"
"2965","KW2-12-1-S","Busycon carica","Knobbed Whelk",NA,21.8,869.95,NA,"10/4/23","Seine",-16.76227833,12.705874,NA,NA,NA,NA,3.598953812,"lengths are shell length, weights are body only","12","1"
"2966","PS1-12-1-S","Pagurus sp.","Hermit Crab",NA,2.2,0.37,NA,"10/4/23","Seine",-17.10501525,10.02929918,NA,NA,NA,NA,3.948966228,"lengths are shell length, weights are body only","12","1"
"2967","PS2-12-1-S","Pagurus sp.","Hermit Crab",NA,2,0.46,NA,"10/4/23","Seine",-16.57783851,8.914395089,NA,NA,NA,NA,3.757293542,"lengths are shell length, weights are body only","12","1"
"2968","PS1-12-2-S","Pagurus sp.","Hermit Crab",NA,1.6,0.3,NA,"10/4/23","Seine",-16.71790025,10.32009998,NA,NA,NA,NA,3.942784221,"lengths are shell length, weights are body only","12","2"
"2969","PS2-12-2-S","Pagurus sp.","Hermit Crab",NA,1.7,0.13,NA,"10/4/23","Seine",-16.87703468,6.934132218,NA,NA,NA,NA,4.763738995,"lengths are shell length, weights are body only","12","2"
"2970","PS5-12-2-S","Pagurus sp.","Hermit Crab",NA,1.4,0.18,NA,"10/4/23","Seine",-16.3879415,9.215258198,NA,NA,NA,NA,4.200742209,"lengths are shell length, weights are body only","12","2"
"2971","PS1-12-3-S","Pagurus sp.","Hermit Crab",NA,2.2,0.1,NA,"10/4/23","Seine",-15.96003515,9.897482906,NA,NA,NA,NA,4.082000685,"lengths are shell length, weights are body only","12","3"
"2972","PS2-12-3-S","Pagurus sp.","Hermit Crab",NA,1.8,0.13,NA,"10/4/23","Seine",-16.32488264,10.63706279,NA,NA,NA,NA,3.775830447,"lengths are shell length, weights are body only","12","3"
"2973","PS8-12-3-S","Pagurus sp.","Hermit Crab",NA,1.8,0.19,NA,"10/4/23","Seine",-15.18644476,9.499015377,NA,NA,NA,NA,3.961045454,"lengths are shell length, weights are body only","12","3"
"2974","PS1-12-4-S","Pagurus sp.","Hermit Crab",NA,NA,0.06,NA,"10/4/23","Seine",-15.95443292,7.277257035,NA,NA,NA,NA,4.8914202,"lengths are shell length, weights are body only","12","4"
"2975","PS2-12-4-S","Pagurus sp.","Hermit Crab",NA,1,0.01,NA,"10/4/23","Seine",-15.03463526,8.201983446,NA,NA,NA,NA,4.270533006,"lengths are shell length, weights are body only","12","4"
"2976","PH1-12-1-S","Panopeus herbstii","Mud Crab",NA,0.9,0.18,NA,"10/4/23","Seine",-18.33735838,9.755604316,NA,NA,NA,NA,4.556549365,NA,"12","1"
